timestamps,TP9,AF7
1533059193,21.973,19.043
1533059193,6.836,20.02
1533059193,-5.371,16.113
1533059193,8.789,11.23
1533059193,44.922,12.695
1533059193,35.645,21.484
1533059193,20.508,29.297
1533059193,20.996,31.25
1533059193,15.625,28.32
1533059193,22.949,25.879
1533059193,29.297,25.879
1533059193,22.461,24.414
1533059193,4.395,20.508
1533059193,4.395,16.602
1533059193,30.762,15.625
1533059193,41.016,19.531
1533059193,32.227,25.879
1533059193,20.508,22.949
1533059193,17.09,18.066
1533059193,29.785,21.973
1533059193,38.574,21.484
1533059193,37.109,19.531
1533059193,23.926,22.949
1533059193,9.277,23.438
1533059193,20.996,24.414
1533059193,32.715,22.949
1533059193,19.531,19.043
1533059193,8.789,17.09
1533059193,13.672,17.578
1533059193,31.25,15.137
1533059193,38.086,11.719
1533059193,31.25,10.742
1533059193,20.508,8.301
1533059193,16.113,11.23
1533059193,24.902,11.23
1533059193,31.738,13.672
1533059193,29.297,19.043
1533059193,14.648,17.09
1533059193,0.977,16.113
1533059193,8.789,17.09
1533059193,20.508,15.625
1533059193,28.32,11.719
1533059193,27.832,10.254
1533059193,12.695,18.066
1533059193,14.648,22.461
1533059193,27.832,15.625
1533059193,22.949,10.254
1533059193,22.461,12.695
1533059193,16.113,20.02
1533059193,9.277,20.02
1533059193,24.414,16.113
1533059194,39.062,16.602
1533059194,36.133,18.555
1533059194,18.555,20.996
1533059194,17.578,17.09
1533059194,35.156,11.23
1533059194,41.016,10.254
1533059194,34.668,11.719
1533059194,26.855,10.254
1533059194,30.273,12.207
1533059194,42.48,16.602
1533059194,46.387,21.973
1533059194,41.504,25.391
1533059194,35.156,24.902
1533059194,35.156,27.344
1533059194,41.992,23.926
1533059194,41.504,20.508
1533059194,41.016,20.02
1533059194,31.25,18.555
1533059194,19.531,19.043
1533059194,33.691,16.113
1533059194,47.852,18.066
1533059194,47.852,24.902
1533059194,29.297,26.855
1533059194,12.207,21.973
1533059194,32.227,19.531
1533059194,48.34,23.926
1533059194,44.434,32.715
1533059194,27.832,30.273
1533059194,13.184,19.531
1533059194,28.809,17.578
1533059194,47.852,25.879
1533059194,39.551,30.762
1533059194,28.32,28.809
1533059194,25.391,28.32
1533059194,29.785,25.879
1533059194,32.227,20.02
1533059194,31.738,17.09
1533059194,27.344,14.648
1533059194,11.719,10.254
1533059194,19.531,11.23
1533059194,36.133,14.16
1533059194,34.18,17.578
1533059194,30.762,16.602
1533059194,13.672,13.184
1533059194,6.836,15.625
1533059194,26.855,18.555
1533059194,34.18,15.137
1533059194,33.203,12.207
1533059194,25.391,13.672
1533059194,17.578,12.207
1533059194,32.715,10.742
1533059194,46.387,15.625
1533059194,45.898,19.043
1533059194,35.156,20.508
1533059194,18.555,20.508
1533059194,35.156,16.113
1533059194,48.34,11.23
1533059194,40.527,11.719
1533059194,27.832,20.508
1533059194,9.277,28.809
1533059194,21.973,27.344
1533059194,28.809,23.438
1533059194,9.277,22.461
1533059194,9.766,20.508
1533059194,19.531,19.531
1533059194,33.203,23.926
1533059194,37.598,22.461
1533059194,30.273,18.066
1533059194,28.809,16.602
1533059194,22.949,20.508
1533059194,23.438,24.902
1533059194,36.621,22.461
1533059194,38.086,19.531
1533059194,27.832,18.066
1533059194,11.719,21.973
1533059194,16.602,24.414
1533059194,37.109,25.879
1533059194,36.133,25.391
1533059194,23.926,20.508
1533059194,12.695,17.09
1533059194,15.625,14.648
1533059194,38.574,14.648
1533059194,39.551,15.625
1533059194,27.344,14.648
1533059194,20.996,14.16
1533059194,19.531,15.625
1533059194,27.344,13.184
1533059194,31.25,13.184
1533059194,31.25,22.461
1533059194,25.879,28.32
1533059194,29.785,27.344
1533059194,47.363,25.391
1533059194,53.223,22.949
1533059194,48.828,21.973
1533059194,35.645,23.926
1533059194,26.855,25.879
1533059194,41.504,26.367
1533059194,46.875,28.809
1533059194,38.574,25.391
1533059194,33.203,24.414
1533059194,25.391,27.344
1533059194,30.762,24.414
1533059194,41.504,26.367
1533059194,32.715,30.762
1533059194,21.484,33.691
1533059194,12.695,29.785
1533059194,18.066,22.949
1533059194,31.738,18.555
1533059194,25.879,21.484
1533059194,15.625,26.855
1533059194,12.695,26.855
1533059194,21.484,24.902
1533059194,35.156,25.391
1533059194,30.762,20.508
1533059194,19.531,19.531
1533059194,8.789,19.531
1533059194,12.695,15.625
1533059194,33.691,20.02
1533059194,36.133,27.832
1533059194,26.855,29.297
1533059194,14.648,27.832
1533059194,14.16,26.367
1533059194,33.691,25.879
1533059194,38.574,27.344
1533059194,31.738,31.25
1533059194,21.484,34.18
1533059194,17.578,31.738
1533059194,35.156,31.738
1533059194,41.504,34.18
1533059194,32.227,32.715
1533059194,24.902,32.227
1533059194,24.902,30.273
1533059194,36.621,25.879
1533059194,36.621,25.391
1533059194,24.414,27.344
1533059194,17.578,27.832
1533059194,16.602,27.832
1533059194,33.203,26.367
1533059194,42.48,23.926
1533059194,30.762,21.973
1533059194,21.484,20.02
1533059194,20.02,20.508
1533059194,28.32,18.555
1533059194,36.621,16.113
1533059194,31.738,16.602
1533059194,21.973,15.137
1533059194,14.648,16.602
1533059194,24.902,19.043
1533059194,36.621,20.02
1533059194,34.668,20.02
1533059194,24.902,20.996
1533059194,7.324,20.508
1533059194,13.672,18.555
1533059194,32.715,17.578
1533059194,30.762,20.508
1533059194,20.02,22.461
1533059194,12.695,21.484
1533059194,18.555,19.531
1533059194,29.297,22.949
1533059194,23.926,26.855
1533059194,15.625,25.391
1533059194,5.859,24.902
1533059194,8.789,25.391
1533059194,28.809,25.391
1533059194,27.344,26.367
1533059194,16.113,25.879
1533059194,9.766,24.902
1533059194,10.254,25.879
1533059194,26.855,23.926
1533059194,32.227,24.414
1533059194,21.973,25.391
1533059194,18.066,24.902
1533059194,15.625,23.926
1533059194,25.879,20.508
1533059194,31.25,19.531
1533059194,22.461,21.484
1533059194,18.066,21.973
1533059194,14.648,23.438
1533059194,28.32,22.461
1533059194,38.574,21.484
1533059194,27.832,19.043
1533059194,16.113,17.578
1533059194,8.789,16.113
1533059194,18.555,14.648
1533059194,24.414,17.578
1533059194,12.207,14.648
1533059194,4.883,11.23
1533059194,1.465,12.695
1533059194,11.23,13.184
1533059194,24.414,12.207
1533059194,20.996,11.719
1533059194,14.648,10.742
1533059194,4.395,8.789
1533059194,14.648,10.742
1533059194,33.203,15.137
1533059194,21.484,11.23
1533059194,8.789,7.324
1533059194,5.371,8.301
1533059194,8.789,12.207
1533059194,22.461,17.578
1533059194,26.855,19.043
1533059194,20.02,18.066
1533059194,5.859,15.625
1533059194,0.977,15.625
1533059194,20.996,17.09
1533059194,26.855,16.602
1533059194,14.648,15.625
1533059194,4.395,16.602
1533059194,6.348,17.09
1533059194,25.391,14.16
1533059194,27.832,13.184
1533059194,20.508,15.625
1533059194,14.648,20.02
1533059194,10.742,21.973
1533059194,23.438,22.461
1533059194,30.273,22.949
1533059194,27.344,23.438
1533059194,16.113,24.902
1533059194,5.371,26.367
1533059194,17.09,23.926
1533059194,28.32,26.367
1533059194,20.996,29.785
1533059194,11.719,27.832
1533059194,5.859,26.855
1533059194,18.066,25.879
1533059194,35.645,25.391
1533059194,35.156,23.926
1533059194,21.484,21.973
1533059194,7.324,20.508
1533059194,15.625,18.555
1533059194,31.25,21.484
1533059194,33.203,26.855
1533059194,19.531,25.879
1533059194,4.395,22.949
1533059194,13.672,20.996
1533059194,33.691,21.484
1533059194,38.574,23.438
1533059194,36.621,25.391
1533059194,28.32,27.344
1533059194,30.273,26.855
1533059194,44.434,23.438
1533059194,39.551,22.461
1533059194,30.762,22.461
1533059194,25.879,24.414
1533059194,27.832,27.832
1533059194,46.387,28.32
1533059194,50.293,27.344
1533059194,36.133,25.879
1533059194,23.438,25.391
1533059194,20.02,27.832
1533059194,29.297,26.367
1533059194,26.855,23.438
1533059194,18.066,21.973
1533059194,15.625,22.949
1533059194,11.23,21.973
1533059194,22.461,20.508
1533059195,33.203,20.996
1533059195,28.32,22.461
1533059195,20.996,25.391
1533059195,17.09,23.926
1533059195,28.809,20.02
1533059195,40.039,18.555
1533059195,34.668,18.555
1533059195,28.32,21.484
1533059195,21.484,20.996
1533059195,28.809,17.09
1533059195,43.457,20.02
1533059195,41.992,22.949
1533059195,29.785,21.973
1533059195,18.555,22.949
1533059195,28.32,23.438
1533059195,41.992,22.949
1533059195,41.504,23.926
1533059195,29.297,21.973
1533059195,11.23,20.508
1533059195,19.531,23.926
1533059195,44.922,25.391
1533059195,41.016,24.414
1533059195,27.344,24.414
1533059195,15.625,22.949
1533059195,16.113,20.508
1533059195,30.762,18.555
1533059195,32.715,20.02
1533059195,28.809,20.508
1533059195,15.625,18.066
1533059195,10.254,17.578
1533059195,31.738,20.508
1533059195,33.203,19.043
1533059195,21.973,15.137
1533059195,13.672,17.578
1533059195,5.371,19.043
1533059195,21.484,18.555
1533059195,34.18,20.508
1533059195,26.367,20.508
1533059195,21.484,20.02
1533059195,16.602,18.066
1533059195,26.855,18.555
1533059195,40.527,23.926
1533059195,37.109,22.461
1533059195,26.855,19.043
1533059195,14.648,20.02
1533059195,19.531,17.09
1533059195,31.738,17.09
1533059195,31.25,21.484
1533059195,20.996,24.414
1533059195,13.184,23.438
1533059195,16.113,20.996
1533059195,21.484,20.02
1533059195,22.949,19.531
1533059195,21.484,20.996
1533059195,3.906,22.949
1533059195,2.93,17.09
1533059195,24.414,15.137
1533059195,26.855,19.043
1533059195,18.555,18.066
1533059195,7.324,17.09
1533059195,6.348,14.648
1533059195,21.484,14.648
1533059195,22.949,17.09
1533059195,19.043,20.508
1533059195,13.184,21.484
1533059195,16.602,19.531
1533059195,31.738,19.043
1533059195,36.133,19.531
1533059195,30.273,20.02
1533059195,17.09,19.531
1533059195,19.531,20.508
1533059195,40.039,24.902
1533059195,48.34,25.391
1533059195,42.969,22.949
1533059195,31.25,20.996
1533059195,24.902,23.926
1533059195,37.598,27.832
1533059195,36.621,28.32
1533059195,26.855,26.855
1533059195,27.832,27.832
1533059195,22.949,28.32
1533059195,36.133,26.367
1533059195,41.504,27.832
1533059195,27.344,30.762
1533059195,23.926,31.25
1533059195,24.414,32.715
1533059195,33.203,29.297
1533059195,45.41,29.297
1533059195,39.551,29.297
1533059195,26.367,26.367
1533059195,21.484,27.832
1533059195,32.227,27.832
1533059195,42.48,24.414
1533059195,41.016,23.438
1533059195,32.715,24.902
1533059195,21.973,24.414
1533059195,27.832,24.902
1533059195,42.48,26.367
1533059195,40.039,25.879
1533059195,32.227,27.344
1533059195,26.367,28.809
1533059195,30.762,28.32
1533059195,42.969,28.32
1533059195,42.48,31.25
1533059195,38.086,31.738
1533059195,27.344,29.785
1533059195,20.508,28.809
1533059195,36.133,25.879
1533059195,38.574,26.367
1533059195,30.762,30.762
1533059195,23.438,29.297
1533059195,19.043,27.344
1533059195,34.668,23.926
1533059195,37.598,18.555
1533059195,27.344,15.625
1533059195,14.648,15.137
1533059195,6.348,17.578
1533059195,21.973,17.09
1533059195,27.832,15.137
1533059195,19.043,14.16
1533059195,12.207,15.137
1533059195,6.836,18.555
1533059195,16.602,21.973
1533059195,27.344,24.414
1533059195,23.926,23.926
1533059195,14.16,21.484
1533059195,8.301,22.461
1533059195,21.973,24.414
1533059195,39.062,25.391
1533059195,29.785,25.391
1533059195,20.508,22.461
1533059195,8.301,20.508
1533059195,14.16,22.461
1533059195,40.039,23.926
1533059195,38.086,24.902
1533059195,18.555,25.879
1533059195,6.348,27.344
1533059195,14.16,27.344
1533059195,31.25,27.344
1533059195,33.691,30.762
1533059195,22.949,28.32
1533059195,9.766,23.926
1533059195,10.254,23.438
1533059195,25.879,24.414
1533059195,24.414,25.879
1533059195,16.113,26.367
1533059195,11.23,28.32
1533059195,7.324,26.367
1533059195,20.02,23.438
1533059195,28.32,23.438
1533059195,23.438,20.508
1533059195,18.555,20.508
1533059195,20.508,24.414
1533059195,33.691,21.484
1533059195,41.504,19.531
1533059195,35.156,22.461
1533059195,20.996,20.996
1533059195,17.578,20.508
1533059195,33.691,21.484
1533059195,34.18,20.508
1533059195,21.484,19.043
1533059195,9.766,20.508
1533059195,-4.395,22.461
1533059195,2.441,20.02
1533059195,14.16,17.578
1533059195,11.719,17.09
1533059195,5.859,17.09
1533059195,-2.441,18.066
1533059195,16.602,19.531
1533059195,35.645,19.043
1533059195,29.297,17.578
1533059195,22.461,15.625
1533059195,13.184,14.648
1533059195,21.973,13.184
1533059195,40.039,15.625
1533059195,36.621,20.02
1533059195,23.438,21.484
1533059195,7.324,20.02
1533059195,8.789,15.137
1533059195,32.227,15.137
1533059195,34.668,21.973
1533059195,17.09,22.949
1533059195,0.977,19.531
1533059195,6.348,21.484
1533059195,21.484,23.438
1533059195,10.254,21.973
1533059195,-0.977,19.531
1533059195,-3.418,18.066
1533059195,2.441,20.02
1533059195,21.484,23.438
1533059195,30.762,26.367
1533059195,22.461,25.879
1533059195,8.301,24.902
1533059195,16.113,24.414
1533059195,43.457,21.973
1533059195,49.805,23.438
1533059195,38.086,28.32
1533059195,30.762,31.25
1533059195,28.809,27.832
1533059195,41.504,21.973
1533059195,49.316,18.066
1533059195,40.527,16.602
1533059195,30.273,19.043
1533059195,24.414,22.461
1533059195,37.598,21.484
1533059195,41.016,21.973
1533059195,22.461,19.531
1533059195,16.602,17.578
1533059195,9.277,19.531
1533059195,7.324,19.043
1533059195,12.207,16.602
1533059195,8.789,15.625
1533059195,9.277,15.137
1533059195,-0.488,14.648
1533059195,3.906,14.16
1533059195,23.926,14.16
1533059195,25.391,16.602
1533059195,20.996,19.043
1533059195,18.555,22.949
1533059195,23.926,23.438
1533059195,41.992,16.602
1533059195,48.828,14.16
1533059195,48.34,23.926
1533059195,35.156,30.762
1533059195,29.785,30.273
1533059195,46.387,29.785
1533059195,46.875,27.832
1533059195,30.273,22.949
1533059195,20.508,22.461
1533059195,24.902,22.949
1533059195,38.574,23.926
1533059195,41.992,23.438
1533059195,30.762,19.531
1533059195,18.066,19.043
1533059195,16.113,20.508
1533059195,36.133,20.996
1533059195,42.969,19.531
1533059195,29.785,18.555
1533059195,18.555,18.066
1533059195,17.09,17.09
1533059195,28.809,16.602
1533059195,38.086,18.555
1533059195,30.273,18.066
1533059195,18.555,18.555
1533059195,15.625,18.066
1533059195,32.715,16.113
1533059195,46.875,18.066
1533059195,43.945,21.973
1533059195,32.227,19.043
1533059195,22.461,16.602
1533059195,36.621,20.508
1533059195,56.641,21.973
1533059195,50.293,20.508
1533059195,41.016,19.043
1533059195,31.25,20.02
1533059195,28.32,20.996
1533059196,38.086,19.531
1533059196,36.621,18.066
1533059196,29.785,20.996
1533059196,22.461,22.461
1533059196,24.414,21.484
1533059196,39.062,21.973
1533059196,40.039,23.926
1533059196,31.25,24.414
1533059196,25.879,21.973
1533059196,29.297,21.973
1533059196,46.875,23.438
1533059196,50.293,19.531
1533059196,41.504,18.066
1533059196,32.715,20.508
1533059196,27.344,19.531
1533059196,38.086,16.113
1533059196,39.062,14.648
1533059196,33.691,20.02
1533059196,23.926,23.438
1533059196,19.043,22.461
1533059196,35.156,22.949
1533059196,42.48,21.973
1533059196,32.227,19.531
1533059196,22.949,17.578
1533059196,15.137,15.625
1533059196,24.902,16.113
1533059196,33.203,17.578
1533059196,23.438,14.16
1533059196,20.02,11.719
1533059196,11.23,14.648
1533059196,15.625,14.16
1533059196,29.297,12.207
1533059196,24.902,9.766
1533059196,16.113,5.371
1533059196,5.371,8.301
1533059196,11.719,5.371
1533059196,28.32,1.953
1533059196,30.762,5.371
1533059196,20.02,7.812
1533059196,7.812,14.16
1533059196,19.043,19.531
1533059196,27.832,17.09
1533059196,19.043,13.672
1533059196,18.555,16.113
1533059196,8.789,13.672
1533059196,0,9.277
1533059196,19.043,12.207
1533059196,25.391,15.625
1533059196,20.508,21.973
1533059196,10.254,25.391
1533059196,8.301,19.531
1533059196,28.32,18.555
1533059196,29.297,16.113
1533059196,20.02,14.648
1533059196,20.02,18.555
1533059196,20.508,19.531
1533059196,32.715,22.461
1533059196,39.551,23.438
1533059196,29.297,22.949
1533059196,22.949,24.414
1533059196,16.602,23.438
1533059196,26.855,23.926
1533059196,40.039,26.855
1533059196,38.574,27.344
1533059196,23.926,24.902
1533059196,2.93,24.414
1533059196,14.648,22.949
1533059196,37.109,21.973
1533059196,36.133,25.391
1533059196,23.926,30.273
1533059196,11.23,29.785
1533059196,25.879,26.855
1533059196,40.527,24.902
1533059196,31.25,23.926
1533059196,21.973,24.902
1533059196,9.277,26.855
1533059196,13.672,30.273
1533059196,32.227,32.715
1533059196,33.203,31.738
1533059196,27.344,32.227
1533059196,12.695,28.32
1533059196,13.184,24.414
1533059196,30.762,26.367
1533059196,32.715,26.367
1533059196,20.996,24.414
1533059196,8.789,24.902
1533059196,11.719,24.414
1533059196,33.203,25.391
1533059196,33.691,26.855
1533059196,14.648,25.391
1533059196,2.93,25.879
1533059196,-1.465,23.438
1533059196,16.113,18.066
1533059196,28.32,18.066
1533059196,24.902,22.461
1533059196,15.137,23.438
1533059196,9.766,21.484
1533059196,24.414,23.438
1533059196,32.715,21.484
1533059196,25.391,17.578
1533059196,16.602,16.602
1533059196,13.672,17.578
1533059196,26.367,15.625
1533059196,36.621,14.16
1533059196,31.738,15.625
1533059196,20.996,16.113
1533059196,5.859,13.672
1533059196,11.719,15.625
1533059196,21.973,15.137
1533059196,17.578,15.137
1533059196,5.859,17.09
1533059196,-4.395,19.531
1533059196,6.348,25.391
1533059196,23.438,28.809
1533059196,22.461,26.855
1533059196,10.254,26.855
1533059196,1.465,24.902
1533059196,13.672,22.461
1533059196,33.203,24.902
1533059196,31.738,22.949
1533059196,23.926,22.461
1533059196,11.719,23.926
1533059196,19.043,20.996
1533059196,41.016,21.973
1533059196,39.062,20.508
1533059196,32.715,16.602
1533059196,26.367,17.09
1533059196,24.902,18.066
1533059196,34.18,18.555
1533059196,31.25,18.066
1533059196,22.949,17.578
1533059196,4.883,19.043
1533059196,-5.371,22.461
1533059196,9.766,21.973
1533059196,12.207,18.555
1533059196,3.906,13.672
1533059196,-6.348,9.766
1533059196,-10.742,13.184
1533059196,10.742,18.066
1533059196,17.578,17.09
1533059196,9.766,12.695
1533059196,6.348,16.602
1533059196,0.977,20.508
1533059196,16.602,18.555
1533059196,27.344,17.578
1533059196,24.902,17.09
1533059196,28.32,14.16
1533059196,22.461,15.137
1533059196,24.902,17.09
1533059196,37.598,15.625
1533059196,40.527,14.16
1533059196,31.738,13.184
1533059196,16.113,12.695
1533059196,27.832,16.602
1533059196,49.316,20.996
1533059196,41.504,19.043
1533059196,24.902,13.672
1533059196,15.137,10.254
1533059196,21.484,10.742
1533059196,34.668,14.648
1533059196,32.227,16.113
1533059196,25.879,14.648
1533059196,14.16,13.672
1533059196,16.113,14.16
1533059196,35.645,17.578
1533059196,37.598,21.484
1533059196,25.391,24.902
1533059196,13.672,27.344
1533059196,11.719,25.879
1533059196,26.367,23.438
1533059196,30.273,22.461
1533059196,24.902,22.949
1533059196,16.602,22.949
1533059196,12.207,20.996
1533059196,20.02,18.555
1533059196,14.648,17.578
1533059196,6.836,14.648
1533059196,7.324,13.672
1533059196,4.883,15.625
1533059196,16.602,18.066
1533059196,30.273,23.438
1533059196,24.902,24.902
1533059196,16.602,22.461
1533059196,17.09,20.508
1533059196,32.227,16.602
1533059196,44.434,18.066
1533059196,40.527,20.996
1533059196,26.367,15.137
1533059196,15.137,12.207
1533059196,27.832,15.137
1533059196,44.922,16.602
1533059196,36.133,18.066
1533059196,22.461,16.602
1533059196,19.043,16.602
1533059196,29.297,22.949
1533059196,41.016,22.949
1533059196,36.621,19.531
1533059196,32.715,19.043
1533059196,20.508,19.043
1533059196,18.555,16.602
1533059196,32.715,16.602
1533059196,30.762,19.043
1533059196,15.625,20.02
1533059196,0,19.043
1533059196,4.883,16.602
1533059196,22.949,17.09
1533059196,23.438,17.578
1533059196,16.602,16.113
1533059196,9.766,13.184
1533059196,12.695,10.254
1533059196,31.25,12.695
1533059196,31.738,14.16
1533059196,21.973,15.625
1533059196,14.16,15.137
1533059196,14.648,13.672
1533059196,30.762,17.09
1533059196,39.551,21.484
1533059196,31.738,21.484
1533059196,13.672,18.066
1533059196,6.836,16.113
1533059196,26.367,16.113
1533059196,34.668,15.625
1533059196,22.949,17.578
1533059196,10.742,18.066
1533059196,6.348,13.672
1533059196,22.949,12.207
1533059196,33.691,16.113
1533059196,28.809,18.555
1533059196,26.367,20.508
1533059196,23.926,20.508
1533059196,33.691,15.625
1533059196,43.945,12.695
1533059196,35.645,12.695
1533059196,22.949,11.23
1533059196,17.578,14.648
1533059196,20.996,18.555
1533059196,26.367,17.578
1533059196,17.09,15.137
1533059196,9.766,14.16
1533059196,6.836,15.625
1533059196,10.254,14.648
1533059196,23.438,13.672
1533059196,23.438,14.16
1533059196,17.578,12.695
1533059196,14.16,13.184
1533059196,22.461,16.602
1533059196,37.598,17.578
1533059196,36.621,19.531
1533059196,26.855,19.043
1533059196,17.578,18.066
1533059196,16.113,18.555
1533059196,30.273,17.09
1533059196,32.227,13.184
1533059196,24.414,14.16
1533059196,12.207,15.137
1533059196,3.906,13.184
1533059197,23.438,12.207
1533059197,37.598,14.648
1533059197,29.297,16.113
1533059197,14.648,13.184
1533059197,5.859,10.742
1533059197,13.672,12.695
1533059197,24.902,14.16
1533059197,23.926,12.695
1533059197,9.277,10.742
1533059197,1.465,9.277
1533059197,16.602,11.23
1533059197,28.809,9.277
1533059197,27.832,4.883
1533059197,24.902,3.906
1533059197,19.043,5.859
1533059197,33.203,8.301
1533059197,46.875,11.23
1533059197,41.016,14.16
1533059197,38.086,19.531
1533059197,27.344,20.02
1533059197,23.438,12.207
1533059197,36.133,8.301
1533059197,40.039,9.277
1533059197,38.086,10.742
1533059197,27.832,16.113
1533059197,28.809,19.043
1533059197,43.945,18.066
1533059197,39.551,18.555
1533059197,20.508,15.137
1533059197,5.371,9.766
1533059197,12.207,9.766
1533059197,31.738,11.719
1533059197,34.18,14.648
1533059197,25.879,16.602
1533059197,14.16,14.16
1533059197,12.695,10.742
1533059197,34.18,13.672
1533059197,41.016,18.555
1533059197,31.25,20.02
1533059197,19.043,18.555
1533059197,8.789,15.137
1533059197,24.414,9.766
1533059197,41.016,5.371
1533059197,33.691,8.301
1533059197,17.578,11.719
1533059197,9.766,12.695
1533059197,20.996,14.648
1533059197,22.949,9.277
1533059197,16.113,8.301
